dateiname	aktenzeichen	inAS	fundstelle	band	ersteSeite	letzteSeite	jahr	monat	tag	entscheidungsart	spruchkoerper	gruende	abwmeinungen	bvr	bvl	bvq	bvc	bve	bvf	bvo	bva	bvb	bvd	bvg	bvh	bvj	bvk	bvm	bvn	bvp	bvt	pbvs	pbvu	pbvv	vz	namenRichter	anzahlRichter	manuellErgaenzt
BVerfGE27,071	1 BvR 46/65	1	BVerfGE 27, 71-88	27	71	88	1969	10	3	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,088	1 BvR 30/66	1	BVerfGE 27, 88-104	27	88	104	1969	10	14	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,104	1 BvR 93/67	1	BVerfGE 27, 104-111	27	104	111	1969	10	14	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,111	2 BvL 3/66;2 BvR 701/64;2 BvL 3/66;2 BvR 701/64	1	BVerfGE 27, 111-132	27	111	132	1969	10	7	Beschluss	II	1	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Geller, von Schlabrendorff, Rupp, Geiger, Rinck	6	0
BVerfGE27,133	2 BvL 12/65	1	BVerfGE 27, 133-142	27	133	142	1969	10	7	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Rinck	7	0
BVerfGE27,142	2 BvR 555/67	1	BVerfGE 27, 142-152	27	142	152	1969	10	7	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Rinck	7	0
BVerfGE27,152	2 BvQ 2/69	1	BVerfGE 27, 152-158	27	152	158	1969	10	7	Beschluss	II	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Rinck	7	0
BVerfGE27,159	2 BvL 7/69	1	BVerfGE 27, 159-162	27	159	162	1969	10	28	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,162	1 BvL 12/67	1	BVerfGE 27, 162-167	27	162	167	1969	10	29	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,167	1 BvL 19/69	1	BVerfGE 27, 167-174	27	167	174	1969	10	29	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	7	0
BVerfGE27,175	1 BvR 65/68	1	BVerfGE 27, 175-180	27	175	180	1969	10	29	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,180	2 BvR 545/68	1	BVerfGE 27, 180-195	27	180	195	1969	10	29	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,195	1 BvL 24/64	1	BVerfGE 27, 195-211	27	195	211	1969	11	14	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Böhmer, Zeidler, Rupp-von Brünneck, Brox	8	0
BVerfGE27,211	1 BvR 253/68	1	BVerfGE 27, 211-220	27	211	220	1969	11	14	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	7	0
BVerfGE27,220	1 BvL 4/69	1	BVerfGE 27, 220-231	27	220	231	1969	11	14	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,231	2 BvR 560/65	1	BVerfGE 27, 231-240	27	231	240	1969	12	2	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,240	2 BvK 1/69	1	BVerfGE 27, 240-248	27	240	248	1969	12	2	Beschluss	II	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,248	2 BvR 320/69	1	BVerfGE 27, 248-253	27	248	253	1969	12	2	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,253	1 BvR 624/56	1	BVerfGE 27, 253-294	27	253	294	1969	12	3	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,294	2 BvK 2/69	1	BVerfGE 27, 294-297	27	294	297	1969	12	16	Beschluss	II	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, Rupp, Geiger, Kutscher, Rinck	7	0
BVerfGE27,297	2 BvR 23/65	1	BVerfGE 27, 297-312	27	297	312	1969	12	17	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, Rupp, Geiger, Kutscher, Rinck	7	0
BVerfGE27,312	2 BvR 271, 342/68	1	BVerfGE 27, 312-325	27	312	325	1969	12	17	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, Rupp, Geiger, Kutscher, Rinck	7	0
BVerfGE27,326	1 BvR 293/62	1	BVerfGE 27, 326-344	27	326	344	1970	1	15	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,344	1 BvR 13/68;1 BvR 13/68	1	BVerfGE 27, 344-355	27	344	355	1970	1	15	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE27,355	2 BvR 149/65	1	BVerfGE 27, 355-364	27	355	364	1970	1	20	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	letzteSeite
BVerfGE27,364	2 BvL 27/63	1	BVerfGE 27, 364-375	27	364	375	1970	1	21	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE27,375	1 BvL 4/67	1	BVerfGE 27, 375-390	27	375	390	1970	1	28	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Brox, Zeidler	7	0
BVerfGE27,391	1 BvL 8/68;1 BvL 19/68	1	BVerfGE 27, 391-399	27	391	399	1970	1	28	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,001	1 BvR 719/68	1	BVerfGE 28, 1-10	28	1	10	1970	1	28	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,010	2 BvR 319/62	1	BVerfGE 28, 10-17	28	10	17	1970	1	28	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,017	2 BvR 608/69	1	BVerfGE 28, 17-20	28	17	20	1970	2	17	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,021	1 BvR 226/69	1	BVerfGE 28, 21-36	28	21	36	1970	2	18	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Brox, Zeidler, Böhmer	8	0
BVerfGE28,036	2 BvR 531/68	1	BVerfGE 28, 36-50	28	36	50	1970	2	18	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,051	2 BvR 481/68	1	BVerfGE 28, 51-55	28	51	55	1970	2	18	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,055	2 BvR 746/68	1	BVerfGE 28, 55-66	28	55	66	1970	2	18	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,066	2 BvL 12/69;2 BvR 665/65	1	BVerfGE 28, 66-88	28	66	88	1970	2	24	Beschluss	II	1	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,088	2 BvR 721/67	1	BVerfGE 28, 88-96	28	88	96	1970	3	10	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,097	2 BvQ 1/70	1	BVerfGE 28, 97-104	28	97	104	1970	3	10	Beschluss	II	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,104	1 BvR 498/66	1	BVerfGE 28, 104-118	28	104	118	1970	3	18	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Brox, Zeidler	7	namenRichter, anzahlRichter
BVerfGE28,119	2 BvO 1/65	1	BVerfGE 28, 119-151	28	119	151	1970	3	18	Beschluss	II	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,151	1 BvR 33/68	1	BVerfGE 28, 151-163	28	151	163	1970	4	14	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Brox, Zeidler	6	0
BVerfGE28,163	2 BvL 23/64	1	BVerfGE 28, 163-175	28	163	175	1970	4	14	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,175	2 BvR 396/69	1	BVerfGE 28, 175-191	28	175	191	1970	4	15	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, Rupp, Geiger, Kutscher	6	0
BVerfGE28,191	1 BvR 690/65	1	BVerfGE 28, 191-206	28	191	206	1970	4	28	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Brox, Zeidler	7	0
BVerfGE28,206	1 BvL 4/68	1	BVerfGE 28, 206-214	28	206	214	1970	4	28	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Brox, Zeidler	7	0
BVerfGE28,214	2 BvR 313/68	1	BVerfGE 28, 214-220	28	214	220	1970	4	28	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Leibholz, Geller, von Schlabrendorff, Rupp, Kutscher, Rinck	6	0
BVerfGE28,220	2 BvR 158/70	1	BVerfGE 28, 220-226	28	220	226	1970	5	6	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	7	0
BVerfGE28,227	1 BvL 17/67	1	BVerfGE 28, 227-243	28	227	243	1970	5	11	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,243	1 BvR 83/69;1 BvR 244/69;1 BvR 345/69	1	BVerfGE 28, 243-264	28	243	264	1970	5	26	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,264	1 BvR 668/68;1 BvR 710/68;1 BvR 337/69	1	BVerfGE 28, 264-281	28	264	281	1970	5	26	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,282	1 BvR 657/68	1	BVerfGE 28, 282-295	28	282	295	1970	5	26	Beschluss	I	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,295	2 BvR 664/65	1	BVerfGE 28, 295-310	28	295	310	1970	5	26	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,310	2 BvR 686/65	1	BVerfGE 28, 310-313	28	310	313	1970	5	26	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,314	2 BvR 311/67	1	BVerfGE 28, 314-324	28	314	324	1970	5	26	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,324	1 BvL 22/63;1 BvL 22/63;1 BvL 27/64	1	BVerfGE 28, 324-363	28	324	363	1970	5	27	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE28,364	2 BvR 117/65	1	BVerfGE 28, 364-377	28	364	377	1970	5	27	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,378	2 BvR 578/69	1	BVerfGE 28, 378-386	28	378	386	1970	5	27	Beschluss	II	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE28,386	1 BvL 24/69	1	BVerfGE 28, 386-391	28	386	391	1970	6	9	Beschluss	I	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Müller, Stein, Ritterspach, Haager, Rupp-von Brünneck, Böhmer, Brox, Zeidler	8	0
BVerfGE29,001	2 BvL 14/66	1	BVerfGE 29, 1-11	29	1	11	1970	6	9	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE29,011	2 BvL 16/68	1	BVerfGE 29, 11-18	29	11	18	1970	6	9	Beschluss	II	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE29,018	2 BvC 1/70	1	BVerfGE 29, 18-19	29	18	19	1970	6	9	Beschluss	II	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
BVerfGE29,019	2 BvC 2/70	1	BVerfGE 29, 19-20	29	19	20	1970	6	9	Beschluss	II	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Seuffert, Leibholz, Geller, von Schlabrendorff, Rupp, Geiger, Kutscher, Rinck	8	0
